Date,Product,Category,Region,Salesperson,CustomerSegment,Quantity,SalesAmount,Profit,Target
2024-01-26,Mouse,Accessories,West,SP_12,Corporate,9,2866.414354111546,625.2441500316518,3153.22552157737
2023-12-15,Mouse,Accessories,East,SP_3,Consumer,3,4082.840619327733,735.0064636471373,4797.05777568248
2023-01-08,Mouse,Electronics,North,SP_2,Consumer,2,3942.8358772909637,280.77656800825247,4264.983847916782
2023-11-09,Printer,Accessories,South,SP_7,Home Office,4,7127.418312760644,548.4929309771715,7252.496964937373
2024-03-18,Headphones,Electronics,East,SP_2,Consumer,4,5054.601852983085,630.5727799384002,4797.787809727388
2023-11-24,Headphones,Accessories,North,SP_7,Home Office,3,5427.474041252196,558.3816072423743,6277.380941967863
2023-02-23,Keyboard,Accessories,North,SP_11,Home Office,2,818.5653445585548,235.85547803356835,914.3439187672021
2023-08-27,Tablet,Accessories,North,SP_11,Home Office,5,5092.247484330077,776.3290660043176,4231.008433000945
2023-08-17,Monitor,Electronics,West,SP_14,Home Office,4,3886.4680338469457,1046.048155603252,4196.672239561859
2024-08-01,Tablet,Electronics,North,SP_3,Consumer,5,4028.02828293692,1025.2134400227633,4090.4620435855727
2023-02-20,Keyboard,Electronics,South,SP_14,Consumer,8,1602.90013313407,405.7622562444728,1348.7724520415982
2024-08-31,Laptop,Accessories,North,SP_11,Home Office,2,3607.704467000508,374.9374738595056,3701.4483356318037
2024-08-26,Keyboard,Accessories,South,SP_4,Consumer,9,14398.847084475277,2330.1719499610103,12627.823065271556
2023-09-21,Mouse,Electronics,South,SP_17,Home Office,1,1375.1435280796197,178.0645822923783,1489.635164448761
2024-02-22,Printer,Electronics,South,SP_16,Home Office,8,3457.1225514635303,1011.5635689631495,3150.7679857451703
2023-04-06,Laptop,Accessories,East,SP_3,Home Office,5,4403.846203223537,1185.4540757758791,3787.913587161016
2023-03-29,Printer,Electronics,South,SP_10,Corporate,2,3727.5771905241922,419.28129403011036,3104.2859055917875
2023-03-19,Mouse,Accessories,West,SP_15,Consumer,8,10483.786313001472,1345.9094325272872,10445.203726419752
2023-10-15,Phone,Electronics,North,SP_8,Consumer,5,6430.694828734226,1171.8482161770808,5658.0719867481475
2023-04-30,Keyboard,Electronics,West,SP_18,Home Office,3,5530.883503687987,661.7782104382005,6316.551781142329
2024-05-05,Keyboard,Electronics,East,SP_3,Consumer,7,8453.904933735434,2165.319734822222,6773.272369309257
2024-03-27,Monitor,Accessories,North,SP_7,Home Office,4,5102.8873896102505,1300.2556087792004,5804.307408031261
2024-05-14,Tablet,Accessories,South,SP_10,Consumer,6,4933.729500343146,1140.1114216195867,4975.355190311595
2023-06-14,Laptop,Electronics,North,SP_20,Home Office,8,6948.749380946151,1544.8984336919123,8122.10281695694
2023-07-01,Headphones,Accessories,East,SP_9,Home Office,1,1434.0923523454746,267.924844198685,1264.6464575955365
2024-04-13,Printer,Accessories,East,SP_14,Corporate,2,1553.5667798727234,212.49385687616652,1306.4090943827687
2023-01-07,Laptop,Accessories,West,SP_14,Home Office,8,9651.154056465042,2501.9131886967657,10133.550427615828
2023-11-26,Monitor,Accessories,North,SP_11,Corporate,7,4917.878308572904,1301.8019418545603,5324.542425904746
2024-11-03,Monitor,Electronics,North,SP_1,Consumer,9,4491.2288548620145,280.15103153101103,4262.328992122625
2023-05-31,Printer,Accessories,North,SP_4,Consumer,2,2035.8488521793251,304.6746616823993,1639.8193880269378
2023-03-26,Headphones,Accessories,West,SP_6,Corporate,8,4731.222578763143,268.0563813991407,4555.150051778845
2023-05-27,Tablet,Electronics,East,SP_5,Consumer,6,10903.73849488064,2833.5474207861607,9742.651390390496
2024-09-15,Printer,Accessories,South,SP_3,Corporate,1,746.5033384886592,70.3753418625578,700.957569715955
2024-01-16,Printer,Accessories,North,SP_2,Consumer,4,5101.295087883112,1114.4630587057213,5115.077682467528
2024-07-01,Mouse,Accessories,West,SP_3,Corporate,2,1348.3906259627342,187.89008192935057,1457.524956306071
2023-10-12,Headphones,Electronics,West,SP_9,Corporate,7,4651.042710332058,1181.440954868925,5512.83494681969
2024-11-30,Tablet,Electronics,South,SP_19,Home Office,9,7480.304519950207,1327.1685319294215,6415.108690699429
2023-03-23,Keyboard,Accessories,East,SP_19,Consumer,6,11091.445327066249,1454.0938186156918,11889.583188533736
2024-05-28,Mouse,Accessories,North,SP_17,Home Office,4,3618.7837156539194,473.9436599389332,3232.6036941739317
2024-12-09,Phone,Electronics,North,SP_18,Corporate,5,8391.3982248173,1105.4140816660758,7453.927003577697
2024-06-06,Headphones,Electronics,West,SP_11,Home Office,1,555.1365341691793,137.1991100580658,584.7928337510455
2024-01-21,Tablet,Electronics,East,SP_12,Corporate,4,1146.8207105823037,261.22155961725673,1273.4294974665681
2024-12-07,Monitor,Accessories,North,SP_3,Consumer,3,4821.060775027785,625.790691692359,5742.436922618246
2024-04-15,Mouse,Accessories,South,SP_18,Consumer,9,10578.373338805042,1825.3197115771475,11715.890409114501
2023-04-29,Tablet,Electronics,East,SP_6,Consumer,6,6640.238780690752,458.4311050027177,5730.034605682127
2024-01-31,Laptop,Accessories,East,SP_7,Corporate,4,2759.882114595778,708.9449033468836,2456.739595588284
2024-06-15,Printer,Accessories,West,SP_1,Home Office,3,990.5118802404997,115.38344360230714,1094.0757195173387
2023-09-18,Phone,Accessories,West,SP_6,Consumer,4,4276.592261596492,1164.5429531809282,4322.758765819618
2023-09-13,Keyboard,Accessories,North,SP_18,Corporate,8,14088.059566710952,2806.3298184311,12935.137929067958
2023-08-14,Printer,Accessories,West,SP_13,Home Office,5,2080.1981233313727,399.30451512445035,2056.719548116052
2023-02-22,Laptop,Accessories,East,SP_19,Corporate,1,1872.50758282491,169.79839885402362,2183.259969398537
2024-05-14,Laptop,Accessories,North,SP_7,Corporate,5,3472.5617221745324,233.99454312120986,3827.5955543313557
2024-05-20,Phone,Electronics,North,SP_19,Consumer,8,9263.482616732737,1742.9626537474949,9080.798376923793
2023-12-30,Keyboard,Electronics,East,SP_9,Corporate,4,1278.8604473593891,213.56621724934547,1524.6850101804766
2023-10-07,Monitor,Electronics,North,SP_3,Corporate,2,1930.1677376895248,154.26046942438734,2157.8307339967523
2024-08-15,Mouse,Electronics,South,SP_12,Home Office,3,1279.8485865986827,331.34887074096247,1026.8844201636655
2024-12-14,Headphones,Electronics,South,SP_20,Consumer,9,2577.175334450761,397.6840026432753,2177.576313057772
2023-06-07,Keyboard,Electronics,North,SP_18,Corporate,7,13578.626937188386,1563.0961729565527,13871.755756973585
2024-09-23,Headphones,Electronics,West,SP_8,Corporate,3,4542.510491506316,1122.309087895094,4269.87659546482
2023-02-28,Tablet,Electronics,South,SP_9,Home Office,5,7471.519489122947,2079.070135000771,8405.635047322176
2024-12-27,Laptop,Electronics,North,SP_13,Corporate,3,1088.968323212261,137.744339124928,1261.3245701097046
2023-05-08,Tablet,Accessories,South,SP_8,Corporate,4,7491.323776311742,1827.78914524952,6714.176324913936
2024-12-21,Monitor,Accessories,West,SP_10,Corporate,8,8360.346616142353,1781.8399574164912,9240.8108980051
2023-04-25,Tablet,Electronics,East,SP_17,Corporate,3,5202.333967510128,1547.340315378614,5275.99351332912
2023-07-28,Keyboard,Accessories,North,SP_7,Corporate,3,668.0459460143621,67.47142260135924,639.1775537665674
2024-06-09,Tablet,Accessories,North,SP_17,Home Office,8,5894.1733312601,1710.310793893433,6570.305864769794
2024-06-04,Monitor,Electronics,North,SP_18,Corporate,7,13950.193738793467,1797.0362548223836,14312.47349060769
2024-07-05,Monitor,Electronics,North,SP_2,Corporate,7,6790.759337962029,1038.9085910078634,7158.231908231469
2023-08-25,Monitor,Electronics,North,SP_3,Corporate,2,3598.5767399116767,502.74439411158187,2968.4717911787784
2023-10-08,Keyboard,Accessories,North,SP_19,Corporate,7,5532.779189475101,647.9585670364175,5722.840509176918
2023-12-25,Monitor,Accessories,West,SP_1,Consumer,3,3436.7773142483143,767.4517761084877,3162.812922016286
2023-07-20,Laptop,Electronics,East,SP_10,Consumer,7,12163.160230667103,2399.625245317407,12130.53486626998
2023-10-05,Printer,Accessories,West,SP_14,Consumer,4,5161.908033468335,652.5838292320665,4587.926677243747
2023-08-23,Monitor,Accessories,West,SP_13,Consumer,8,12042.769734083848,1000.189529160986,12594.211309525632
2024-05-08,Tablet,Accessories,East,SP_9,Home Office,8,4895.198140761723,633.1640649767512,4204.914184356073
2023-01-04,Mouse,Electronics,West,SP_6,Consumer,6,2883.6167245155057,419.01208279590855,2448.6564957439705
2024-10-27,Tablet,Accessories,South,SP_6,Home Office,3,1843.6547944121423,267.6311260755198,1613.8700654696806
2024-03-17,Mouse,Accessories,West,SP_19,Consumer,6,6524.925379900213,909.0192187597215,7353.498359055982
2023-01-29,Tablet,Accessories,North,SP_10,Home Office,6,9850.419459492437,612.5052538285291,8012.46491366521
2023-04-19,Keyboard,Accessories,South,SP_3,Consumer,3,2511.566792571838,416.9408757434305,2742.2062130272107
2024-09-01,Tablet,Accessories,South,SP_18,Corporate,4,4866.673630342192,1260.7216556026983,4003.3404974251484
2024-12-27,Keyboard,Accessories,East,SP_19,Consumer,2,3297.3248595216564,313.54780746729074,3418.4781221367657
2023-03-16,Keyboard,Accessories,West,SP_5,Consumer,1,629.7976389667555,54.42354469553267,698.7122308878539
2023-05-26,Monitor,Electronics,West,SP_11,Consumer,2,3578.712645711314,601.0904668597741,3193.7475622293605
2023-05-08,Laptop,Electronics,South,SP_10,Corporate,7,13408.83713400203,1912.780714522621,11778.037989961786
2023-02-11,Mouse,Accessories,West,SP_17,Home Office,5,1350.7312221938946,257.07138256589144,1236.8257477491713
2023-12-22,Monitor,Electronics,West,SP_4,Home Office,9,2757.5999833735523,790.793024313722,2977.7814089307767
2023-02-10,Monitor,Accessories,East,SP_18,Corporate,3,1091.1824812295713,262.12556070438217,984.1709078058711
2023-02-03,Printer,Accessories,South,SP_18,Consumer,2,3196.366270634721,708.8406902300569,3198.6292917891215
2023-01-17,Keyboard,Accessories,North,SP_1,Consumer,4,2163.2260052886395,333.1027039326071,1846.9330301365237
2024-11-07,Keyboard,Electronics,South,SP_14,Consumer,2,3012.5055512772656,367.0435531423137,2965.746167874162
2023-06-02,Mouse,Accessories,East,SP_8,Home Office,7,6960.078480385769,1288.074063787932,7307.326468371818
2024-01-13,Tablet,Accessories,East,SP_2,Home Office,6,10231.554101211148,2776.4435442689723,8479.170974381357
2024-08-10,Tablet,Electronics,East,SP_19,Corporate,8,13243.197944381362,3564.8785504580555,14914.08318682135
2024-08-21,Headphones,Electronics,West,SP_15,Corporate,5,9636.963052442023,1555.2009277238028,11323.184567344391
2024-09-20,Monitor,Accessories,South,SP_2,Home Office,2,1303.7362617150798,145.43841380744615,1143.9231021239573
2023-12-08,Headphones,Electronics,West,SP_4,Consumer,4,2450.5219719586316,260.578980247609,2704.820229368316
2023-01-27,Phone,Electronics,West,SP_1,Consumer,1,256.7143555194787,15.017046401851568,237.56004129932816
2023-10-14,Phone,Accessories,South,SP_19,Consumer,2,1877.497943535504,489.399994554659,2010.2179883325023
2024-10-07,Headphones,Accessories,East,SP_10,Consumer,4,4105.254815039003,477.0696441518421,3787.7994098786057
2024-12-31,Tablet,Accessories,North,SP_1,Corporate,6,11616.749401037932,1623.4382341160267,13300.44914987115
2023-06-17,Phone,Electronics,North,SP_20,Corporate,4,6781.654118038206,1711.0386995390313,6366.91008503142
2024-09-01,Printer,Electronics,South,SP_15,Home Office,4,2000.9003699594496,160.08406089708464,2280.090559099305
2023-09-25,Tablet,Electronics,South,SP_4,Corporate,2,3274.561705389523,541.3129481959556,3623.161815083621
2024-03-30,Keyboard,Accessories,East,SP_7,Consumer,9,4688.448349539245,377.82022767009397,4118.940489053067
2024-11-15,Monitor,Electronics,South,SP_7,Home Office,8,2719.81700595199,436.4276636507146,2346.607068251873
2024-02-05,Laptop,Electronics,South,SP_18,Corporate,8,13653.991620977005,843.6104168846368,15181.35926375444
2024-04-20,Monitor,Accessories,East,SP_13,Corporate,5,9783.636236712353,1755.2401712192911,9354.343013424841
2024-12-02,Headphones,Accessories,East,SP_10,Corporate,3,1075.8401404501424,267.8061210033337,1269.230224584407
2024-09-25,Tablet,Accessories,West,SP_8,Corporate,6,9990.388663159607,2188.6360913494927,11760.478791950509
2024-07-11,Headphones,Electronics,South,SP_10,Corporate,9,15719.244908019315,2786.9003356811636,16935.792675032382
2024-07-29,Printer,Accessories,North,SP_14,Consumer,8,3310.0804134367672,851.318515809338,3310.848801829937
2023-05-10,Tablet,Electronics,South,SP_14,Consumer,7,4968.993744326521,531.4189428675851,4362.711528661524
2023-12-29,Monitor,Electronics,North,SP_20,Consumer,8,12164.713201788134,3134.8352940756045,14025.392389176779
2024-12-05,Printer,Accessories,North,SP_11,Corporate,4,6615.658012994205,787.8644677088297,5509.514579867115
2024-11-23,Printer,Accessories,North,SP_6,Home Office,6,5022.920518136384,706.3310460971925,4762.434425358326
2023-10-19,Printer,Accessories,West,SP_1,Consumer,5,2439.3645971156884,200.29025163854288,2262.9687866982376
2024-01-06,Mouse,Accessories,East,SP_19,Consumer,2,2734.0401136332566,206.25240209348414,3235.385236986644
2023-01-29,Tablet,Accessories,East,SP_7,Corporate,8,11708.347886706084,3313.78887712219,9919.855252697691
2023-05-29,Phone,Electronics,West,SP_18,Home Office,3,3319.482411033151,323.6314830540177,3837.5208316191956
2023-10-23,Phone,Electronics,East,SP_3,Consumer,5,2304.4696087601405,307.24119545222345,2264.3115822016416
2023-01-11,Tablet,Electronics,West,SP_20,Consumer,8,13760.609118245613,2508.3928792886827,11269.932860610175
2024-05-26,Tablet,Accessories,South,SP_11,Home Office,9,12253.30853687757,1678.2962532501379,13375.056549126222
2024-11-06,Mouse,Electronics,West,SP_5,Corporate,9,15880.46083105953,4248.552422677458,13345.172334162155
2023-04-23,Phone,Accessories,East,SP_19,Home Office,5,9396.721670410743,2585.7775676553306,8408.20187970568
2023-07-06,Tablet,Accessories,East,SP_2,Corporate,2,3300.5122795770476,434.0094908919156,3696.215759706738
2023-08-15,Tablet,Electronics,South,SP_4,Consumer,7,13479.083422905818,984.0664196075312,11617.52500119342
2023-11-06,Headphones,Electronics,West,SP_10,Home Office,7,13423.647596397883,1376.4548980183106,12486.516142572715
2023-04-08,Mouse,Accessories,South,SP_2,Home Office,8,10518.56159762084,1773.4108694377992,9933.722377416047
2023-02-24,Mouse,Electronics,North,SP_8,Consumer,8,12085.70706729528,1475.9096960909822,12515.0038007059
2024-09-14,Monitor,Accessories,West,SP_1,Consumer,5,7294.676817761816,1191.7171955430758,8140.66469724645
2024-10-25,Mouse,Electronics,South,SP_6,Corporate,1,1318.045151039882,315.9036247730152,1176.123986166549
2024-02-10,Laptop,Electronics,South,SP_11,Consumer,4,939.357265982136,145.75030557874143,828.8072850005727
2023-03-10,Phone,Electronics,East,SP_10,Consumer,4,3362.52811101658,333.72877662531687,2988.4839724005865
2023-11-08,Monitor,Electronics,West,SP_13,Home Office,3,1140.422894041994,159.0797678644129,1086.4178824322491
2023-10-16,Laptop,Electronics,North,SP_1,Corporate,8,5923.731185903358,1396.4918124169008,6006.907865455578
2024-07-01,Tablet,Accessories,North,SP_2,Consumer,3,970.2499574009262,151.37406138823744,781.4179525181714
2023-05-28,Headphones,Electronics,West,SP_3,Home Office,5,9280.283469861986,1042.9596765010945,10320.779889168974
2024-04-11,Headphones,Electronics,West,SP_9,Consumer,2,2024.7876963614294,317.5938419052405,2370.391568553709
2023-09-01,Tablet,Electronics,South,SP_5,Consumer,6,3245.1360348941625,531.2341945221716,3691.0431130581
2024-05-05,Monitor,Accessories,East,SP_10,Consumer,6,7515.61569549068,932.6450777765438,6124.278356397203
2024-05-21,Mouse,Accessories,East,SP_10,Consumer,8,4428.893440565729,1323.8904621273246,4472.3049043923575
2023-12-31,Printer,Accessories,East,SP_12,Corporate,8,13183.940633782138,3189.2809971827533,14839.986550906619
2024-04-26,Headphones,Accessories,West,SP_18,Home Office,1,750.6543975324519,167.48131513921425,703.847933663188
2023-07-20,Printer,Accessories,East,SP_1,Home Office,5,3834.1056957843766,1011.11787845882,4443.019004628032
2023-06-03,Tablet,Electronics,South,SP_3,Consumer,2,3531.823398099109,765.0098970416537,4078.3796783684684
2024-03-25,Printer,Electronics,West,SP_5,Home Office,5,6032.825961852113,1494.6029853169985,5168.212254240108
2024-05-15,Keyboard,Electronics,West,SP_17,Consumer,9,16174.29411323926,2476.7924815868164,16133.086994360461
2023-03-14,Monitor,Accessories,East,SP_8,Home Office,4,3772.7938150305786,660.5895704339828,3056.970300077974
2024-12-13,Laptop,Accessories,North,SP_17,Corporate,8,6552.558830349922,404.6145831188949,5980.807729027199
2023-10-23,Monitor,Electronics,North,SP_9,Corporate,1,1111.1653950789946,133.51940935076746,1249.78231718804
2023-01-17,Phone,Accessories,South,SP_6,Home Office,8,2485.4800653218977,352.94588000121774,2957.8610667787616
2024-10-02,Mouse,Accessories,East,SP_17,Consumer,6,2865.3683290606687,591.3190601247796,3339.0976764906063
2023-08-05,Mouse,Accessories,East,SP_8,Consumer,8,4761.11155445897,790.5960056585728,3889.981199828626
2023-03-02,Monitor,Electronics,West,SP_7,Consumer,6,10020.114653013788,2023.658002643225,11730.470168064649
2024-09-07,Tablet,Electronics,West,SP_7,Consumer,3,4562.513287318108,1041.767024847604,5151.34792491098
2023-02-11,Tablet,Accessories,East,SP_15,Corporate,8,4383.624814488788,265.9968936319145,5028.372765200188
2023-01-25,Keyboard,Accessories,West,SP_7,Consumer,5,3490.728079361733,399.93074990303734,4069.947068386064
2023-02-08,Keyboard,Accessories,East,SP_8,Consumer,5,9498.356771204148,880.7443273127748,9453.44822712377
2023-05-11,Mouse,Accessories,South,SP_9,Consumer,7,2481.117324047904,240.33040211653548,2194.5168063602655
2024-05-12,Keyboard,Electronics,West,SP_15,Consumer,6,7112.51505999905,1250.2474913750827,5749.82570180178
2023-08-17,Headphones,Accessories,East,SP_2,Corporate,9,10256.513270634885,2410.2261988216565,8301.81987693793
2023-04-18,Headphones,Electronics,West,SP_7,Home Office,7,10543.918496186883,1246.2306281445399,11144.970026999945
2023-06-21,Laptop,Electronics,South,SP_15,Home Office,3,2011.7510323089136,515.2342030918998,1880.8102529808598
2024-03-10,Keyboard,Electronics,West,SP_18,Consumer,5,9412.953857181144,2570.810696865281,9397.504008268888
2024-04-22,Laptop,Accessories,East,SP_18,Consumer,9,8451.442682384857,1163.201366022852,7205.142834403588
2023-04-12,Keyboard,Electronics,West,SP_10,Home Office,2,1428.5905860431376,314.774413624392,1700.3161534308326
2024-06-07,Mouse,Electronics,West,SP_18,Corporate,1,806.3649503225566,63.914359568684965,687.0045524216202
2023-10-02,Mouse,Accessories,East,SP_1,Corporate,8,6621.601822724111,1562.744853969009,6475.413656426174
2024-09-04,Laptop,Accessories,North,SP_7,Corporate,8,4464.569156780031,407.4185839853068,4363.40832920498
2023-02-13,Monitor,Accessories,West,SP_3,Corporate,2,3740.9941113079385,829.9543240472476,3005.722004364615
2023-01-17,Mouse,Electronics,West,SP_14,Corporate,8,4118.202658374412,640.2775618731969,4394.613083292734
2023-11-26,Monitor,Accessories,South,SP_12,Corporate,5,8945.493709054323,2523.6497314953094,9082.218684044876
2024-07-22,Tablet,Electronics,North,SP_14,Corporate,2,1857.7451917855387,308.5996127575394,1855.8846144467268
2024-05-11,Headphones,Electronics,South,SP_4,Corporate,7,4792.88369223547,276.67258708291456,5402.701146043982
2023-01-12,Laptop,Accessories,East,SP_13,Corporate,7,3901.2128057671325,663.8586901729163,3497.2612369694207
2023-11-14,Printer,Electronics,East,SP_16,Consumer,3,3323.4485815046587,827.122222042791,3803.483253610655
2024-08-14,Mouse,Electronics,South,SP_16,Corporate,1,1404.6653773812193,297.4675078297237,1609.6221607199225
2023-08-04,Phone,Electronics,West,SP_5,Consumer,4,7267.191419315465,2118.958947263847,8217.339826326148
2023-12-05,Tablet,Electronics,North,SP_20,Home Office,2,2748.807701356484,716.9388638258323,2574.4208943868134
2024-10-22,Monitor,Accessories,South,SP_6,Consumer,4,4282.369929963945,777.8407484394561,3704.3483808859337
2023-03-22,Mouse,Electronics,South,SP_6,Home Office,8,2082.0553299264566,211.59957758585924,2061.3822772385397
2024-12-27,Laptop,Accessories,East,SP_18,Consumer,2,3695.5368604322302,188.26416393214717,3340.530371905309
2024-04-29,Printer,Electronics,West,SP_6,Home Office,1,1824.2646373683915,538.3871942945544,1497.4888889909448
2024-01-09,Keyboard,Electronics,North,SP_7,Consumer,3,2645.0716235324544,752.7342831221044,2411.744578215472
2024-12-10,Printer,Accessories,South,SP_16,Consumer,7,1765.8367497127176,209.31522234838616,1744.0310050063486
2023-07-19,Phone,Electronics,North,SP_9,Home Office,6,9120.39115628212,1911.2139609327362,7707.589826505141
2024-06-20,Monitor,Electronics,North,SP_13,Corporate,6,9750.153470057026,2265.0570871471764,11483.08230894739
2024-04-10,Tablet,Electronics,South,SP_12,Corporate,7,8235.069452397373,1601.7487216258692,8749.27107988167
2023-03-30,Printer,Electronics,North,SP_19,Corporate,8,7401.399787784619,1929.844079703547,6324.764733766532
2023-09-25,Laptop,Electronics,East,SP_1,Corporate,3,5196.117324136194,360.9023671974085,5844.72620412252
2024-10-16,Phone,Electronics,West,SP_8,Corporate,3,1639.5886501084865,449.44979332608926,1920.344134532936
2024-07-24,Laptop,Accessories,West,SP_4,Consumer,8,7929.637924707819,1173.6241007734593,7177.223354449324
2024-05-03,Mouse,Accessories,West,SP_19,Corporate,7,1708.5249950555024,290.7439789363501,1464.7203627258998
2024-06-21,Keyboard,Accessories,East,SP_5,Consumer,5,2476.0947517973755,399.1054020290665,2300.2677617046625
2023-02-16,Tablet,Electronics,East,SP_17,Home Office,4,7573.9848896816775,1384.6877007005698,8580.56384488221
2023-10-15,Laptop,Electronics,East,SP_3,Corporate,6,7443.29910393938,1485.2516678949735,6475.949769452572
2023-01-16,Monitor,Electronics,West,SP_19,Corporate,9,14850.595738350657,3379.785576559074,16509.981031004096
2024-12-11,Mouse,Accessories,North,SP_1,Corporate,6,6454.204472309305,1169.7282946541516,7012.527396894082
2024-02-05,Mouse,Electronics,East,SP_1,Corporate,8,13621.510211322979,3012.986985357645,14446.247472374405
2023-03-27,Tablet,Accessories,South,SP_20,Consumer,1,1170.110919514374,157.4669291730379,1138.9005506532942
2023-09-07,Mouse,Electronics,East,SP_9,Consumer,6,1249.0073048386448,354.9306775556434,1182.4453488873248
2024-01-26,Monitor,Electronics,South,SP_5,Consumer,2,3638.9164253109816,240.65156823841113,3035.2317991095197
2023-12-01,Laptop,Electronics,West,SP_7,Home Office,3,1402.2570471139281,261.3598930661,1322.2475049751308
2024-09-20,Tablet,Accessories,South,SP_6,Consumer,6,6065.991422123925,435.83568462473477,6313.100031226761
2024-06-02,Headphones,Electronics,East,SP_17,Corporate,2,2116.027583855409,340.02819456178213,2453.0762580597043
2023-05-17,Mouse,Accessories,East,SP_17,Home Office,4,1140.1011705659396,130.42254539757846,1292.0194409260448
2024-11-18,Mouse,Electronics,North,SP_13,Home Office,6,1773.160162743845,503.9779764215015,1441.3775899852199
2024-05-12,Monitor,Electronics,West,SP_12,Corporate,5,7862.9662850023615,418.8511448291311,6727.122733152667
2024-12-27,Keyboard,Accessories,South,SP_4,Corporate,6,4444.868532547504,656.9556040971211,5064.461831687145
2024-04-21,Keyboard,Electronics,West,SP_8,Corporate,6,5623.984195390748,1380.7482258874961,6612.272012103441
2024-08-16,Printer,Electronics,East,SP_5,Corporate,8,9723.220222699452,944.2739658077822,7995.632852623572
2023-08-11,Mouse,Electronics,North,SP_5,Consumer,9,7848.854893666938,1992.8011125362848,8480.694192936644
2024-01-07,Headphones,Electronics,East,SP_13,Home Office,5,7975.336838888745,2112.916133005982,7547.00738350622
2024-02-06,Laptop,Accessories,East,SP_11,Corporate,6,10752.218259087009,2440.761608024256,10168.545907473537
2024-03-18,Tablet,Accessories,East,SP_8,Consumer,6,1844.9531484944691,188.67836901730556,1950.2403388718667
2024-05-04,Mouse,Electronics,South,SP_8,Corporate,6,8062.356546169774,951.4359882338863,9062.78562902676
2024-09-06,Phone,Electronics,East,SP_1,Consumer,2,1543.5760268457343,141.59791265782607,1404.5538834029571
2023-09-30,Tablet,Accessories,West,SP_13,Corporate,4,4999.582004600905,480.0395372829722,5410.256357866925
2024-06-09,Printer,Electronics,West,SP_5,Corporate,1,1071.0331726381373,63.322773649625056,1129.2443862673188
2023-06-08,Keyboard,Accessories,North,SP_8,Corporate,1,800.621337822108,211.62725370211172,806.1682543283276
2023-06-01,Headphones,Electronics,West,SP_17,Consumer,1,370.6681633951564,67.50815122751155,385.85454907427055
2024-09-11,Mouse,Accessories,East,SP_13,Corporate,7,8448.94288493651,1114.75188490503,6820.167108377127
2023-07-07,Monitor,Accessories,East,SP_9,Consumer,1,403.02661956820464,49.32814043544789,323.07676685544703
2023-04-08,Phone,Accessories,West,SP_2,Consumer,6,2886.0969523083068,537.3164278931657,2944.325189752145
2023-05-11,Mouse,Accessories,North,SP_19,Home Office,2,3935.830917751276,518.2356013778007,3973.785654154664
2023-06-20,Headphones,Electronics,North,SP_20,Consumer,6,4620.416055748451,1228.7049026315103,3828.172175812611
2023-07-02,Printer,Electronics,West,SP_17,Consumer,6,7511.910847911886,771.7689035709536,7487.951838496723
2023-12-30,Laptop,Accessories,South,SP_7,Consumer,3,2070.052486902945,560.1053787234221,2283.291719380514
2023-02-08,Phone,Accessories,South,SP_3,Consumer,8,14063.335915928514,3038.005607251474,14295.113440225183
2024-06-10,Printer,Accessories,South,SP_19,Consumer,4,2840.0493742881235,821.2210234591246,2860.0595564663718
2024-05-11,Mouse,Accessories,South,SP_19,Home Office,7,6022.75291063236,323.88444141486775,6547.716420685493
2024-05-30,Laptop,Electronics,West,SP_9,Corporate,4,5180.390560232238,335.5540557020267,4500.400491197988
2023-12-15,Phone,Accessories,North,SP_10,Home Office,1,1765.9760737602558,309.44077077997457,1735.9407286025369
2024-02-01,Laptop,Accessories,East,SP_14,Home Office,6,10015.112868934944,2785.149883946191,8605.176774025676
2024-12-22,Laptop,Accessories,East,SP_18,Corporate,5,3374.7389700126696,785.2974990049586,3406.920881638657
2023-06-10,Phone,Accessories,West,SP_15,Consumer,9,15238.790311427654,3132.0892707880394,15799.220795556459
2023-01-16,Phone,Accessories,East,SP_1,Corporate,9,13159.364109333603,761.9342737097292,11167.94859881601
2024-05-07,Laptop,Accessories,South,SP_6,Consumer,8,15853.530261918631,2196.363097414694,13161.697200616381
2024-03-01,Printer,Accessories,North,SP_15,Corporate,7,13186.640616626766,1799.4914820640092,11428.77497670033
2023-04-18,Headphones,Electronics,West,SP_6,Home Office,2,2319.292199363358,430.27838353115874,2399.389069869427
2024-03-25,Keyboard,Accessories,North,SP_18,Consumer,8,12398.972116372594,1419.148467555321,10859.610770067246
2023-11-07,Phone,Accessories,West,SP_1,Home Office,3,3678.9703907310327,429.66301099993973,3348.221107632009
2023-06-19,Mouse,Accessories,West,SP_3,Consumer,6,7625.950774841702,1564.9610135956357,8243.79294094535
2024-06-29,Tablet,Electronics,West,SP_17,Corporate,7,2678.910457720013,766.5484903377995,2409.2457878766895
2024-02-18,Monitor,Electronics,West,SP_16,Corporate,6,1224.253651558677,263.2693521554234,1174.0724686205847
2023-09-08,Laptop,Electronics,North,SP_8,Corporate,5,1433.6773702739856,311.15462830118986,1679.6077252936805
2023-05-21,Laptop,Accessories,East,SP_17,Corporate,4,7759.740808839855,2301.1798738745288,8768.496596005252
2023-10-01,Monitor,Accessories,West,SP_8,Corporate,2,854.565620522761,75.51757229581085,770.979617211311
2024-02-20,Keyboard,Accessories,South,SP_17,Home Office,9,2519.113207638014,147.26406702329515,2617.435003660884
